,log,cluster
1787,Dear Santa...all I want for Christmas is a Cowboys WIN over those overhyped Redskins.  punctuated with a reality... http://t.co/JNZyDrMG,2
1788,Cowboys-Redskins off to prime time http://t.co/LIx17UYW,4
1789,"Tonight!! Christmas Eve ""Extravaganza"" ! at FujiMar(Lima)1401 Kst NW hosted by The #Redskins & #Wizards http://t.co/o8cinLzY",2
1790,"RT @Rich_Campbell: Some Redskins links from yesterday, starting with the PDF of our special game section. Great lead photo of Moss: http ...",2
1791,Cowboys-Redskins off to prime time - ESPN http://t.co/kOsJurSU,4
1792,So giants need the redskins to beat the cowboys and the packers to beat the bears and we need to beat the eagles and we'll be in#slimchances,2
1793,The real America's Team will be revealed on Sunday night #REDSKINS,4
1794,“@dcsportsbog: Redskins already seem kinda excited about the Cowboys game http://t.co/bCEUwXtY” feel like I'm in a time warp where's Dexter?,2
1795,My Redskins are in a good situation beat Dallas and be NFC East Champs or if Vikings/Bears lose Wild Card in the playoffs!,2
1796,35 days ago the Redskins were 3-6,2
1797,RT @BmoreProbz: Ravens > Redskins,2
1798,"RT @_akeeeeylaaaa_: , i give credit where its due , & the redSKINS deserve it !",2
1799,all I want for xmas redskins.MP4: http://t.co/NVBhJ5EB via @youtube so cute u gonna watch,2
1800,RT @BallHyped: #HYPED! Week 17: NFL Flexes Dallas Cowboys vs. Washington Redskins Game For Sunday Night Football http://t.co/shf6fncO,4
1801,"@SPORTS_CLEW #LT I thought #Redskins could go 10-6 b4 season too, but after that #Panthers loss, I didn't think it was possible.",2
1802,There's a lot of proud Redskins fans out today in Northern VA! ❤💛we're ready for you Dallas!,2
1803,"GO#REDSKINS
http://t.co/7QW7Odxc",10
1804,", ravens & redskins superbowl . dont believe me jst watch !!",2
1805,Got questions for @ThomasBoswell as the #Redskins prep for the Cowboys? He's got answers in his online Q&A. #DallasWeek http://t.co/SiI3EiwW,2
1806,@markthecab @mikeinns cowboys @ redskins on Sunday night football,4
1807,I'm a huge Lions and Packers fan next weekend! #HTTR #Redskins,2
1808,NFL needs to just give both RG3 and Luck co-Rookie of the Year,2
1809,"RT @KingJaloopi: Redskins vs. Cowboys, Sunday 8:20 it's about to go down!!!!#HTTR #RedskinsAllday ya bish!!!",2
1810,"- i give credit where its due , & the redSKINS deserve it !",2
1811,[NEWS] @New_Era_Caps x @nfl 「Washington Redskins Logo Zoom」59Fifty Fitted Baseball Cap http://t.co/jPCcmGDN,2
1812,"RT @_akeeeeylaaaa_: , ravens & redskins superbowl . dont believe me jst watch !!",2
1813,#IFOLLOWBACK NFL Week 17 point spreads and early line moves — Cowboys take action vs ... - Sport... http://t.co/wHL4YjGO #TeamFollowBack,2
1814,"Corrijo, de darse los resultados de mi tuit anterior, @giants, @cowboys, @redskins y @vikings tendrían récord de 9-7",2
1815,Cowboys still in control! http://t.co/n2mBAX7Q,2
1816,“@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @2ichardson HAHAH,2
1817,“@TheChuckCarroll: .@RGIII nominated for Rookie of the Week. #Redskins” I'll second that!,2
1818,Redskins' win sets up big finale vs. Dallas http://t.co/rr8Lxow1,2
1819,I can't wait till the Cowboys and Redskins game #BigGame,2
1820,"@Redskins are for real, @Cowboys beware #Redskinsnation #HTTR",2
1821,RT @ThaAdvocate: Cowboys still in control! http://t.co/n2mBAX7Q,2
1822,Redskins are going down next weekend!!! @MrsSlate004,2
1823,"Robert Griffin III goes 16 of 24 with 198 yards, 2 TD's, and 1 INT in Redskins 27-20 win over Eagles.",2
1824,I've never met an redskins fan.... But now everybody screaming HTTR. Smh,2
1825,Going to the redskins game next Sunday night!!!,4
1826,Robert Griffin III returns as Redskins close in on NFC East title http://t.co/6oGFcOvr,2
1827,"Giants rooting for Redskins! 😂 “@richeisen: Giants only hope of playoffs: Beat Philly & hope DAL, CHI and MIN ALL lose just for the 6-seed.”",2
1828,RT @Cptn_JP: Next Sundays Cowboys vs Redskins game was moved to prime time. #LetsGoBoys #CowboysNation,4
1829,@Redskins Wasn't that pass to Morgan in the Redskins game for the TD a lateral pass and be counted as a run not at TD pass for RG3?,2
1830,A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______,2
1831,"RT @cwsportsblog: Offensive Rookie of the Year race has to be a toss-up at this point. Any non-#Redskins, #Colts or #Seahawks homer woul ...",2
1832,“@TheJadax The real America's Team will be revealed on Sunday night #REDSKINS” don't start this bs! It's Christmas Eve lol,2
1833,@Rossstafarian all we gotta do is beat the redskins and were in,2
1834,"#Redskins game against #Cowboys gets flexed, and Barry Cofield expects the crowd to be ""electric."" #RedskinsTalk http://t.co/IQJOt1sz",2
1835,RT @Imlzzy: I cannot wait until playoffs when the redskins fans get their heart broken lls,2
1836,RT @tzanow: I don't understand how the Washington Redskins are allowed to be named the Redskins. It blows my mind how racist that is.,2
1837,"@darrenrovell meanwhile Russell Wilson, Andrew Luck and RGIII looking at long NFL careers",2
1838,Coming Soon...a lil project I'm working on for my home team...#Redskins...stay tuned http://t.co/gKeHjEMr,2
1839,@TonyDungy are you excited for the #Redskins vs Cowboys matchup? #HTTR,2
1840,"Wat else could u ask for? @Redskins vs #Cowboys on #SNF next week, winner gets into the playoffs and loser goes home!!! It gets no better!!!",2
1841,Redskins gonna lose to the cowboys if they dont stop Bryant.,2
1842,"GO GIANTS, LIONS, REDSKINS AND PACKERS #playoffs",2
1843,"NFL – All Tennessee Titans Games! Download torrent ‘ jwuAXbK8 nfl titans Locker, Washington, Chris Johnson... http://t.co/MyLTuRlV",2
1844,My lunch breaks are better than your lunch breaks. #cowboys #suck #giants #steelers #nfl #sport #awesome http://t.co/iLpLcJhz,2
1845,RT @TayProSays: i'm glad the redskins won... but their name and logo are still super racist.,2
1846,It be so funny to see all my aunts beef about the cowboys and redskins,2
1847,@mSanders215 yo get rid of that redskins decal #fuckthemspooks,2
1848,RT @VonSoTrill: A Cowboys win over the Redskins RT @NFL_Stats: All I want for Christmas is _______,2
1849,RT @jay619o: Redskins is a blatant racist name,2
1850,RT @SPORTS_CLEW: Still remember ninjas laughin wen i said n april #Redskins was goin 10-6 n will win the Beast,2
1851,@SportsCenter @dallascowboys @redskins #Jaws never gives a chance that's why his pick have been trash this year! WE WILL WIN! #HTTR,2
1852,Skins/Eagles Review http://t.co/btLTEhdE,6
1853,I love my sister @insr911 but she was brought by the stork #WeWantDallas #HTTR @SuperSkin1 @RG3Woman @Redskins @RGIII http://t.co/LsXyQf4R,2
1854,"Cowboys vs Redskins, last game of the year, win or go home......dude....",2
1855,"RT @tikidaisy: ""My team is automatically better than yours because the name isn't racist"" - fan of any team that isn't the #Redskins",2
1856,RT @ReezyRelle_XD: Redskins gonna lose to the cowboys if they dont stop Bryant.,2
1857,The Redskins Oline has proved everyone wrong this year. And mo hurt stepped up big time. #HAILthebigboys,2
1858,@CutonDime25 That move you put on number 50 of the redskins ! Lol he was like whered he go??? #Shady #eagles,2
1859,"RT @Wale: Getme RT @KDTrey5: HAIL TO THE REDSKINS!!!!!! 9-6 with them cupcakes coming to Landover, MD next week",2
1860,@Shane_Thrailkil @ZachUrner zach if the redskins win you.arent getting in,2
1861,Next Sunday is going to be so sick. Going to the Cowboys vs Redskins game in DC for the division and the game got changed to 8:20! #Cowboys,2
1862,Even a Steelers fan such as myself can't help but appreciate the @RGIII Christmas carol. Merry #Griftmas! cc: @cannonjw http://t.co/mPdr12AN,2
1863,If these Cowboys make it to play offs gonna be waste of there time going #TeamTexans#TeamRedsins fuck any other NFL teams,2
1864,Lo que se viene. En SNF el próximo domingo! @ESPNdeportesNFL mis @Redskins van a asegurar el pase!!,2
1865,@tommiecollins it's still more redskins!!,2
1866,RT @JUSSCORi: *redskins “@PoppinBands: Cowboys fans never give credit where credit is due.”,2
1867,@HockeyyInsiderr no redskins all the way #HTTR,2
1868,"Oh “@MrDCsports: Remember before season everyone said ""Redskins better get their wins early because the last 7 games on schedule is brutal""”",2
1869,"I geek to these guys on 98.5 right now, how do these guys get jobs? The Cowboys have nothing to play for? Do you watch the NFL?",2
1870,RT @CowboysDaily: NFL flexes Dallas Cowboys-Washington Redskins game http://t.co/OncSMsSH,2
1871,Redskins going down next week #dallasnation,2
1872,RT @Zackerman: IM DELIVERING TO THE REDSKINS. Thank you Potbelly.,2
1873,Greenbay now has something to play for. Redskins playing at home and better team. So it comes down to Lions beating Bears. #Giants,2
1874,Even a Steelers fan such as myself can't help but appreciate the @RGIII Christmas carol. Merry #Griffmas! cc: @cannonjw http://t.co/mPdr12AN,2
1875,Predictions for Cowboys vs. Redskins??,2
1876,Imagine a Colts/Redskins superbowl..,2
1877,"Even with the loss the cowboys had last night, if they beat theredskins Sunday night, the cowboys are in and redskins are out #CowboysNation",4
1878,its #redskins week. Time to knock that smug smerk off of #RGIII face. Show these kids what a bigtime game feels like. #CowboysNation,2
1879,Can't believe I have to root for Dallas #gross #loserspool RT @SportsCenter: Sunday's Cowboys-Redskins showdown will decide NFC East champ.,2
1880,"Where they rank on offense, defense: Despite an impressive overtime win in Dallas on Sunday, the ... http://t.co/Rifo84tO #nfcsouth #nfl",2
1881,"Hey @jkrusewicz85 who knew you and @Maria_Sansone would be hanging out in Erie, PA for the holiday. @OnecrazyD how about those @Redskins !!",2
1882,Game Notes: Murray Fumbles Again; Austin Delivers Late http://t.co/yFcJqCP8 via @Cowboys,2
1883,RT @TheJadax: The real America's Team will be revealed on Sunday night #REDSKINS,4
1884,"@espn_nfceast Perfect explanation.  Bottom line, as a die hard fan - Redskins will be NFC East champs - just my take.",2
1885,"Players, Coaches, Official React To Controversial Final Play http://t.co/Jvz0KKJ9 via @Cowboys",2
1886,All the Redskins gotta do is win and Giants dont make playoffs 🙌 http://t.co/4jF3Nzld,2
1887,"Dec. 24th - NFL/NFC: Seahawks (Coach Carroll/QB Wilson), Colts (QB Luck), Falcons, Packers & Cowboys; AFC: Broncos (QB Manning) & Patriots .",2
1888,Ive failed as an older brother....my little brother likes the redskins 😪,2
1889,Bryant Has Career Performance; Keeps Touchdown Streak Alive http://t.co/0iUG9fm6 via @Cowboys,2
1890,"A couple of underrated plays from #Redskins win? Santana's fumb. recovery on ""backwards"" pass at PHIL 7. Also, Jarvis blowing up McCoy -3.",2
1891,#REDSKINS fans let me know if I'm not following back,2
1892,"@___Chizum I say right now he is #4,but depending on how far the redskins go this year that number can move up",2
1893,"RT @dustin_bragg21: Wat else could u ask for? @Redskins vs #Cowboys on #SNF next week, winner gets into the playoffs and loser goes home ...",2
1894,RT @MoneyTone21: @NFL_Stats a Redskins W over Dallas,2
1895,Yesterday was also a great football day #redskins won #giants lost and #cowboys choked 😏🏈,2
1896,"“@LicensePlateGuy: GO GIANTS, LIONS, REDSKINS AND PACKERS #playoffs” I hope so but I only see three of those happening",2
1897,All I  want for Christmas is a Redskins win over the Cowboys.,2
1898,"Why haven't Redskins clinched division?  Thought they owned tie-breakers against Dallas & NY--best they can do it tie, right?",2
1899,Ooohwee big Sunday next week Dallas vs Redskins for the playoff spot. Boys better get ready!!,2
1900,"MT @csnwashington: #Redskins game vs #Cowboys gets flexed, Barry Cofield expects crowd to be ""electric."" #RedskinsTalk http://t.co/fvbiCyPj",2
1901,"I'm a pretty big fan of the Lions, Redskins, and Packers... I also believe in Miracles #NYG",2
1902,They pick Dallas to win so easily like the Redskins haven't won 6 in a row....,2
1903,"RT @SaintsFanZone: #TwitNewsNow Saints 34, Cowboys 31 (OT) http://t.co/Bjzjw9Yw #NFL",2
1904,"Cowboys' Jason Witten sets season receptions record by tight end

http://t.co/43IjNbeM #CowboyNation #NFL",2
1905,Redskins better win against them bishass cowboys,2
1906,@Crust_Free_E redskins don't beat the cowboys twice in on season,2
1907,This dude is a bitch always haten on the redskins!! WE BEATEN DALLAS NO QUESTIONS ASKED ! #HTTR http://t.co/NeHMEWAe,2
1908,"If your team is part of the redskins winning streak, shut up. you have NO basis to talk about anything pertaining to our offense.",2
1909,"RT @csnwashington: #Redskins game against #Cowboys gets flexed, and Barry Cofield expects the crowd to be ... http://t.co/DTgYAyX5",2
1910,"I'd love to see a do-over of last years' NFL draft. Luck and RG3 still go 1-2, but Russell Wilson goes where? I say Browns at 3. Impressive!",2
1911,Now if Redskins had no run game that offense would have been trash.,2
1912,To make the playoffs AND knock the redskins out of the playoffs would be absolutely wonderful.,2
1913,It's been a redskins kind of season,2
1914,@SportsCenter @dallascowboys @redskins just like he did this Sunday....oh,2
1915,RT @Cowboysaddicts: NBC confirms game between #Redskins and #Cowboys has been flexed to the night schedule #CowboysNation,4
1916,@Ncrypter “@redskinsbuzztap: Redskins would likely face Seahawks or 49ers if they make NFL playoffs http://t.co/x97kqpko”,2
1917,This guy just said the Redskins defense was good 😂😂😂😂😂😂,2
1918,"@AsaYoel absolutely! and in that same breath, you can't give RG3 give total credit for the Redskins turnaround either",2
1919,Redskins!!!!!! http://t.co/VwXLQ2iU,2
1920,Playoff scenarios: Why must the Redskins win? http://t.co/Ptb4XLOU #fb,2
1921,RT @SeanFDaily: I love my sister @insr911 but she was brought by the stork #WeWantDallas #HTTR @SuperSkin1 @RG3Woman @Redskins @RGIII ht ...,2
1922,@j_defilippis12 the Redskins are on fire! 6 game winning streak! They can't be stopped!,2
1923,@ESPN_FirstTake #Redskins,2
1924,Who tryna go to the cowboys Redskins game Sunday? 3 tickets available.,4
1925,"I wonder who will @nfl rookie of the year. Wilson, RG3, and Luck have all broken a rookie record and made a huge impact for their teams.",2
1926,NFL Stud Of The Week: Saints QB Drew Brees who went 37 of 53 with 446 yards and 3 TD's in 34-31 OT win over Cowboys.,2
1927,"@merrilhoge love how you mention Redskins D injuries, but nothing about Dallas missing 2 leading tacklers in Carter and Lee. #CowboysNation",2
1928,Yes!! #Redskins vs. #Cowboys game moved to Primetime Sunday night! I'll be home screammmmmming for my skins.,4
1929,Cowboys-Redskins off to prime time - ESPN: Bleacher ReportCowboys-Redskins off to prime timeESPN... to prime tim... http://t.co/upbL0BCl,4
1930,#Touchdown Washington #Redskins. Santana Moss still hauling them in off a perfect endzone throw by #RG3 #htt http://t.co/of4TepVC,2
1931,RT @kotiekimble: Lets go!!! 1 game season RT @ESPNNFL: BREAKING: Cowboys at Redskins flexed to Sunday Night Football on NBC - 820pm ET,4
1932,When u play the falcons who u plan to stop??? When u play the redskins who u plan to stop?,2
1933,Redskins: 2-2 vs. AFC North but beat division champs Baltimore.,2
1934,Sunday Night football; cowboys and redskins!,4
1935,"RT @SuperSkin1: When life gets you down, just remember that your QB is better than their QB.  #Redskins #RG3 http://t.co/oDukoSj5",2
1936,"My NFL offensive rookie of the year (in order): RGIII, Wilson, Andrew Luck, Alfred Morris",2
